case,t,start_x,target_x,side,agent_x,agent_y,action_x,action_y,blocked,next_x,next_y
6,15,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,15,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,15,-0.125,0,-1,-0.0339401140809,0.690373241901,0.75335508585,0.657613873482,0,0.0865966975689,0.795591473579
9,15,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,15,-0.125,0.62,-1,0.673778712749,0.741325199604,-0.929583013058,-0.368612736464,0,0.525045454502,0.682347178459
11,15,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,15,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,15,0,-0.62,1,-0.676524937153,0.745106339455,0.913906812668,-0.405924022198,0,-0.530299842358,0.680158495903
14,15,0,0,-1,-0.0412777587771,0.678621888161,0.706247508526,0.707965016365,0,0.0717218369246,0.791896283627
15,15,0,0,1,0.0412777587771,0.678621888161,-0.706247508526,0.707965016365,0,-0.0717218369246,0.791896283627
16,15,0,0.62,-1,0.676524937153,0.745106339455,-0.913906812668,-0.405924022198,0,0.530299842358,0.680158495903
17,15,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,15,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,15,0.125,-0.62,1,-0.673778712749,0.741325199604,0.929583013058,-0.368612736464,0,-0.525045454502,0.682347178459
20,15,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,15,0.125,0,1,0.0339401140809,0.690373241901,-0.75335508585,0.657613873482,0,-0.0865966975689,0.795591473579
22,15,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,15,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,15,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,15,0.25,-0.62,1,-0.508890271187,0.662816643715,-0.889153540134,0.457608968019,0,-0.651154816151,0.736034095287
26,15,0.25,0,-1,0.085124604404,0.798704266548,-0.734254300594,-0.678874492645,0,-0.0323560833931,0.690084338188
27,15,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,15,0.25,0.62,-1,0.532618761063,0.683841943741,0.924015581608,0.382354736328,0,0.680461287498,0.745018720627
29,15,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,16,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,16,-0.25,-0.62,1,-0.680461287498,0.745018720627,0.924015641212,-0.382354825735,0,-0.532618761063,0.683841943741
2,16,-0.25,0,-1,-0.0711236596107,0.636791348457,0.649747669697,0.76014995575,0,0.0328359678388,0.758415341377
3,16,-0.25,0,1,0.0323560833931,0.690084338188,-0.73425424099,0.678874611855,0,-0.0851245895028,0.798704266548
4,16,-0.25,0.62,-1,0.651154816151,0.736034095287,-0.889153242111,-0.457609653473,0,0.508890271187,0.662816524506
5,16,-0.25,0.62,1,0.580910027027,0.565793335438,0.245719045401,0.969341099262,0,0.620225071907,0.720887899399
6,16,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,16,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,16,-0.125,0,-1,0.0865966975689,0.795591473579,-0.75335508585,-0.657613992691,0,-0.0339401140809,0.690373241901
9,16,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,16,-0.125,0.62,-1,0.525045454502,0.682347178459,0.929583072662,0.368612676859,0,0.673778772354,0.741325199604
11,16,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,16,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,16,0,-0.62,1,-0.530299842358,0.680158495903,-0.913906812668,0.405923992395,0,-0.676524937153,0.745106339455
14,16,0,0,-1,0.0717218369246,0.791896283627,-0.706247508526,-0.707965016365,0,-0.0412777587771,0.678621888161
15,16,0,0,1,-0.0717218369246,0.791896283627,0.706247508526,-0.707965016365,0,0.0412777587771,0.678621888161
16,16,0,0.62,-1,0.530299842358,0.680158495903,0.913906812668,0.405923992395,0,0.676524937153,0.745106339455
17,16,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,16,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,16,0.125,-0.62,1,-0.525045454502,0.682347178459,-0.929583072662,0.368612676859,0,-0.673778772354,0.741325199604
20,16,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,16,0.125,0,1,-0.0865966975689,0.795591473579,0.75335508585,-0.657613992691,0,0.0339401140809,0.690373241901
22,16,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,16,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
24,16,0.25,-0.62,-1,-0.580910027027,0.565793335438,-0.245719045401,0.969341099262,0,-0.620225071907,0.720887899399
25,16,0.25,-0.62,1,-0.651154816151,0.736034095287,0.889153242111,-0.457609653473,0,-0.508890271187,0.662816524506
26,16,0.25,0,-1,-0.0323560833931,0.690084338188,0.73425424099,0.678874611855,0,0.0851245895028,0.798704266548
27,16,0.25,0,1,0.0711236596107,0.636791348457,-0.649747669697,0.76014995575,0,-0.0328359678388,0.758415341377
28,16,0.25,0.62,-1,0.680461287498,0.745018720627,-0.924015641212,-0.382354825735,0,0.532618761063,0.683841943741
29,16,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,17,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,17,-0.25,-0.62,1,-0.532618761063,0.683841943741,-0.924015581608,0.382354736328,0,-0.680461287498,0.745018720627
2,17,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,17,-0.25,0,1,-0.0851245895028,0.798704266548,0.73425424099,-0.678874611855,0,0.0323560833931,0.690084338188
4,17,-0.25,0.62,-1,0.508890271187,0.662816524506,0.889153182507,0.45760974288,0,0.651154756546,0.736034095287
5,17,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
6,17,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,17,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,17,-0.125,0,-1,-0.0339401140809,0.690373241901,0.75335508585,0.657613873482,0,0.0865966975689,0.795591473579
9,17,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,17,-0.125,0.62,-1,0.673778772354,0.741325199604,-0.929583132267,-0.368612378836,0,0.525045454502,0.682347238064
11,17,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,17,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,17,0,-0.62,1,-0.676524937153,0.745106339455,0.913906812668,-0.405924022198,0,-0.530299842358,0.680158495903
14,17,0,0,-1,-0.0412777587771,0.678621888161,0.706247508526,0.707965016365,0,0.0717218369246,0.791896283627
15,17,0,0,1,0.0412777587771,0.678621888161,-0.706247508526,0.707965016365,0,-0.0717218369246,0.791896283627
16,17,0,0.62,-1,0.676524937153,0.745106339455,-0.913906812668,-0.405924022198,0,0.530299842358,0.680158495903
17,17,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,17,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,17,0.125,-0.62,1,-0.673778772354,0.741325199604,0.929583132267,-0.368612378836,0,-0.525045454502,0.682347238064
20,17,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,17,0.125,0,1,0.0339401140809,0.690373241901,-0.75335508585,0.657613873482,0,-0.0865966975689,0.795591473579
22,17,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,17,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,17,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,17,0.25,-0.62,1,-0.508890271187,0.662816524506,-0.889153182507,0.45760974288,0,-0.651154756546,0.736034095287
26,17,0.25,0,-1,0.0851245895028,0.798704266548,-0.73425424099,-0.678874611855,0,-0.0323560833931,0.690084338188
27,17,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,17,0.25,0.62,-1,0.532618761063,0.683841943741,0.924015581608,0.382354736328,0,0.680461287498,0.745018720627
29,17,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,18,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,18,-0.25,-0.62,1,-0.680461287498,0.745018720627,0.924015641212,-0.382354825735,0,-0.532618761063,0.683841943741
2,18,-0.25,0,-1,-0.0711236596107,0.636791348457,0.649747669697,0.76014995575,0,0.0328359678388,0.758415341377
3,18,-0.25,0,1,0.0323560833931,0.690084338188,-0.73425424099,0.678874611855,0,-0.0851245895028,0.798704266548
4,18,-0.25,0.62,-1,0.651154756546,0.736034095287,-0.889152824879,-0.457610309124,0,0.508890271187,0.662816464901
5,18,-0.25,0.62,1,0.580910027027,0.565793335438,0.245719045401,0.969341099262,0,0.620225071907,0.720887899399
6,18,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,18,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,18,-0.125,0,-1,0.0865966975689,0.795591473579,-0.75335508585,-0.657613992691,0,-0.0339401140809,0.690373241901
9,18,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,18,-0.125,0.62,-1,0.525045454502,0.682347238064,0.929583311081,0.368612200022,0,0.673778772354,0.741325199604
11,18,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,18,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,18,0,-0.62,1,-0.530299842358,0.680158495903,-0.913906812668,0.405923992395,0,-0.676524937153,0.745106339455
14,18,0,0,-1,0.0717218369246,0.791896283627,-0.706247508526,-0.707965016365,0,-0.0412777587771,0.678621888161
15,18,0,0,1,-0.0717218369246,0.791896283627,0.706247508526,-0.707965016365,0,0.0412777587771,0.678621888161
16,18,0,0.62,-1,0.530299842358,0.680158495903,0.913906812668,0.405923992395,0,0.676524937153,0.745106339455
17,18,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,18,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,18,0.125,-0.62,1,-0.525045454502,0.682347238064,-0.929583311081,0.368612200022,0,-0.673778772354,0.741325199604
20,18,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,18,0.125,0,1,-0.0865966975689,0.795591473579,0.75335508585,-0.657613992691,0,0.0339401140809,0.690373241901
22,18,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,18,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
24,18,0.25,-0.62,-1,-0.580910027027,0.565793335438,-0.245719045401,0.969341099262,0,-0.620225071907,0.720887899399
25,18,0.25,-0.62,1,-0.651154756546,0.736034095287,0.889152824879,-0.457610309124,0,-0.508890271187,0.662816464901
26,18,0.25,0,-1,-0.0323560833931,0.690084338188,0.73425424099,0.678874611855,0,0.0851245895028,0.798704266548
27,18,0.25,0,1,0.0711236596107,0.636791348457,-0.649747669697,0.76014995575,0,-0.0328359678388,0.758415341377
28,18,0.25,0.62,-1,0.680461287498,0.745018720627,-0.924015641212,-0.382354825735,0,0.532618761063,0.683841943741
29,18,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,19,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,19,-0.25,-0.62,1,-0.532618761063,0.683841943741,-0.924015581608,0.382354736328,0,-0.680461287498,0.745018720627
2,19,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,19,-0.25,0,1,-0.0851245895028,0.798704266548,0.73425424099,-0.678874611855,0,0.0323560833931,0.690084338188
4,19,-0.25,0.62,-1,0.508890271187,0.662816464901,0.889153003693,0.457610100508,0,0.651154756546,0.736034095287
5,19,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
6,19,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,19,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,19,-0.125,0,-1,-0.0339401140809,0.690373241901,0.75335508585,0.657613873482,0,0.0865966975689,0.795591473579
9,19,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,19,-0.125,0.62,-1,0.673778772354,0.741325199604,-0.929583132267,-0.368612378836,0,0.525045454502,0.682347238064
11,19,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,19,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,19,0,-0.62,1,-0.676524937153,0.745106339455,0.913906812668,-0.405924022198,0,-0.530299842358,0.680158495903
14,19,0,0,-1,-0.0412777587771,0.678621888161,0.706247508526,0.707965016365,0,0.0717218369246,0.791896283627
15,19,0,0,1,0.0412777587771,0.678621888161,-0.706247508526,0.707965016365,0,-0.0717218369246,0.791896283627
16,19,0,0.62,-1,0.676524937153,0.745106339455,-0.913906812668,-0.405924022198,0,0.530299842358,0.680158495903
17,19,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,19,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,19,0.125,-0.62,1,-0.673778772354,0.741325199604,0.929583132267,-0.368612378836,0,-0.525045454502,0.682347238064
20,19,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,19,0.125,0,1,0.0339401140809,0.690373241901,-0.75335508585,0.657613873482,0,-0.0865966975689,0.795591473579
22,19,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,19,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,19,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,19,0.25,-0.62,1,-0.508890271187,0.662816464901,-0.889153003693,0.457610100508,0,-0.651154756546,0.736034095287
26,19,0.25,0,-1,0.0851245895028,0.798704266548,-0.73425424099,-0.678874611855,0,-0.0323560833931,0.690084338188
27,19,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,19,0.25,0.62,-1,0.532618761063,0.683841943741,0.924015581608,0.382354736328,0,0.680461287498,0.745018720627
29,19,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,20,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,20,-0.25,-0.62,1,-0.680461287498,0.745018720627,0.924015641212,-0.382354825735,0,-0.532618761063,0.683841943741
2,20,-0.25,0,-1,-0.0711236596107,0.636791348457,0.649747669697,0.76014995575,0,0.0328359678388,0.758415341377
3,20,-0.25,0,1,0.0323560833931,0.690084338188,-0.73425424099,0.678874611855,0,-0.0851245895028,0.798704266548
4,20,-0.25,0.62,-1,0.651154756546,0.736034095287,-0.889152824879,-0.457610309124,0,0.508890271187,0.662816464901
5,20,-0.25,0.62,1,0.580910027027,0.565793335438,0.245719045401,0.969341099262,0,0.620225071907,0.720887899399
6,20,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,20,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,20,-0.125,0,-1,0.0865966975689,0.795591473579,-0.75335508585,-0.657613992691,0,-0.0339401140809,0.690373241901
9,20,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,20,-0.125,0.62,-1,0.525045454502,0.682347238064,0.929583311081,0.368612200022,0,0.673778772354,0.741325199604
11,20,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,20,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,20,0,-0.62,1,-0.530299842358,0.680158495903,-0.913906812668,0.405923992395,0,-0.676524937153,0.745106339455
14,20,0,0,-1,0.0717218369246,0.791896283627,-0.706247508526,-0.707965016365,0,-0.0412777587771,0.678621888161
15,20,0,0,1,-0.0717218369246,0.791896283627,0.706247508526,-0.707965016365,0,0.0412777587771,0.678621888161
16,20,0,0.62,-1,0.530299842358,0.680158495903,0.913906812668,0.405923992395,0,0.676524937153,0.745106339455
17,20,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,20,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,20,0.125,-0.62,1,-0.525045454502,0.682347238064,-0.929583311081,0.368612200022,0,-0.673778772354,0.741325199604
20,20,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,20,0.125,0,1,-0.0865966975689,0.795591473579,0.75335508585,-0.657613992691,0,0.0339401140809,0.690373241901
22,20,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,20,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
24,20,0.25,-0.62,-1,-0.580910027027,0.565793335438,-0.245719045401,0.969341099262,0,-0.620225071907,0.720887899399
25,20,0.25,-0.62,1,-0.651154756546,0.736034095287,0.889152824879,-0.457610309124,0,-0.508890271187,0.662816464901
26,20,0.25,0,-1,-0.0323560833931,0.690084338188,0.73425424099,0.678874611855,0,0.0851245895028,0.798704266548
27,20,0.25,0,1,0.0711236596107,0.636791348457,-0.649747669697,0.76014995575,0,-0.0328359678388,0.758415341377
28,20,0.25,0.62,-1,0.680461287498,0.745018720627,-0.924015641212,-0.382354825735,0,0.532618761063,0.683841943741
29,20,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,21,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,21,-0.25,-0.62,1,-0.532618761063,0.683841943741,-0.924015581608,0.382354736328,0,-0.680461287498,0.745018720627
2,21,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,21,-0.25,0,1,-0.0851245895028,0.798704266548,0.73425424099,-0.678874611855,0,0.0323560833931,0.690084338188
4,21,-0.25,0.62,-1,0.508890271187,0.662816464901,0.889153003693,0.457610100508,0,0.651154756546,0.736034095287
5,21,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
6,21,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,21,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,21,-0.125,0,-1,-0.0339401140809,0.690373241901,0.75335508585,0.657613873482,0,0.0865966975689,0.795591473579
9,21,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,21,-0.125,0.62,-1,0.673778772354,0.741325199604,-0.929583132267,-0.368612378836,0,0.525045454502,0.682347238064
11,21,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,21,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,21,0,-0.62,1,-0.676524937153,0.745106339455,0.913906812668,-0.405924022198,0,-0.530299842358,0.680158495903
14,21,0,0,-1,-0.0412777587771,0.678621888161,0.706247508526,0.707965016365,0,0.0717218369246,0.791896283627
15,21,0,0,1,0.0412777587771,0.678621888161,-0.706247508526,0.707965016365,0,-0.0717218369246,0.791896283627
16,21,0,0.62,-1,0.676524937153,0.745106339455,-0.913906812668,-0.405924022198,0,0.530299842358,0.680158495903
17,21,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,21,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,21,0.125,-0.62,1,-0.673778772354,0.741325199604,0.929583132267,-0.368612378836,0,-0.525045454502,0.682347238064
20,21,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,21,0.125,0,1,0.0339401140809,0.690373241901,-0.75335508585,0.657613873482,0,-0.0865966975689,0.795591473579
22,21,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,21,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,21,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,21,0.25,-0.62,1,-0.508890271187,0.662816464901,-0.889153003693,0.457610100508,0,-0.651154756546,0.736034095287
26,21,0.25,0,-1,0.0851245895028,0.798704266548,-0.73425424099,-0.678874611855,0,-0.0323560833931,0.690084338188
27,21,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,21,0.25,0.62,-1,0.532618761063,0.683841943741,0.924015581608,0.382354736328,0,0.680461287498,0.745018720627
29,21,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
0,22,-0.25,-0.62,-1,-0.632499814034,0.773527622223,0.227402791381,-0.973800778389,0,-0.596115350723,0.617719531059
1,22,-0.25,-0.62,1,-0.680461287498,0.745018720627,0.924015641212,-0.382354825735,0,-0.532618761063,0.683841943741
2,22,-0.25,0,-1,-0.0711236596107,0.636791348457,0.649747669697,0.76014995575,0,0.0328359678388,0.758415341377
3,22,-0.25,0,1,0.0323560833931,0.690084338188,-0.73425424099,0.678874611855,0,-0.0851245895028,0.798704266548
4,22,-0.25,0.62,-1,0.651154756546,0.736034095287,-0.889152824879,-0.457610309124,0,0.508890271187,0.662816464901
5,22,-0.25,0.62,1,0.580910027027,0.565793335438,0.245719045401,0.969341099262,0,0.620225071907,0.720887899399
6,22,-0.125,-0.62,-1,-0.623971760273,0.73721909523,0.224758759141,-0.974414467812,0,-0.588010370731,0.581312775612
7,22,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,22,-0.125,0,-1,0.0865966975689,0.795591473579,-0.75335508585,-0.657613992691,0,-0.0339401140809,0.690373241901
9,22,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,22,-0.125,0.62,-1,0.525045454502,0.682347238064,0.929583311081,0.368612200022,0,0.673778772354,0.741325199604
11,22,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,22,0,-0.62,-1,-0.612439095974,0.690497398376,-0.24825617671,0.968694388866,0,-0.652160108089,0.845488488674
13,22,0,-0.62,1,-0.530299842358,0.680158495903,-0.913906812668,0.405923992395,0,-0.676524937153,0.745106339455
14,22,0,0,-1,0.0717218369246,0.791896283627,-0.706247508526,-0.707965016365,0,-0.0412777587771,0.678621888161
15,22,0,0,1,-0.0717218369246,0.791896283627,0.706247508526,-0.707965016365,0,0.0412777587771,0.678621888161
16,22,0,0.62,-1,0.530299842358,0.680158495903,0.913906812668,0.405923992395,0,0.676524937153,0.745106339455
17,22,0,0.62,1,0.612439095974,0.690497398376,0.24825617671,0.968694388866,0,0.652160108089,0.845488488674
18,22,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,22,0.125,-0.62,1,-0.525045454502,0.682347238064,-0.929583311081,0.368612200022,0,-0.673778772354,0.741325199604
20,22,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,22,0.125,0,1,-0.0865966975689,0.795591473579,0.75335508585,-0.657613992691,0,0.0339401140809,0.690373241901
22,22,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,22,0.125,0.62,1,0.623971760273,0.73721909523,-0.224758759141,-0.974414467812,0,0.588010370731,0.581312775612
